,AdjSalMonth median,Teachers,County,Dist # ,Enrollment,Reading AVG,Math AVG,Students/Teacher,Region
32,5284.246349804095,443.0,ADAMS,1720,6389,73.87142857142858,77.17142857142856,14.422121896162528,4
33,5190.033587186624,410.0,ADAMS,1720,6238,73.57142857142857,75.45714285714287,15.214634146341464,4
34,4972.67627556085,414.0,ADAMS,1720,6539,71.1,74.15714285714286,15.794685990338165,4
35,4788.052130811901,39.0,PIKE,0010,440,63.51428571428572,66.82857142857142,11.282051282051283,4
36,5186.29672797605,34.0,PIKE,0010,446,73.61428571428571,73.14285714285714,13.117647058823529,4
37,5822.987708858632,23.0,PIKE,0020,269,69.57142857142858,72.91428571428571,11.695652173913043,4
38,5785.512851421496,21.0,PIKE,0020,260,72.08571428571429,78.34285714285714,12.380952380952381,4
39,5293.086854009078,30.0,PIKE,0030,336,74.20000000000002,74.07142857142857,11.2,4
40,5390.760648038364,28.0,PIKE,0030,344,76.77142857142859,82.91428571428573,12.285714285714286,4
41,5105.465696544753,31.0,PIKE,0030,316,75.39999999999999,74.67142857142858,10.193548387096774,4
42,5285.052245378725,28.0,PIKE,0030,318,76.41428571428571,78.55714285714286,11.357142857142858,4
43,5423.432999272376,31.0,PIKE,0030,320,69.51428571428572,76.47142857142856,10.32258064516129,4
44,5589.420520290796,27.0,PIKE,0030,323,73.11428571428573,76.47142857142856,11.962962962962964,4
45,5693.085679379996,26.0,PIKE,0030,321,75.5,82.34285714285714,12.346153846153847,4
46,5425.257080870735,36.0,PIKE,0040,466,72.4857142857143,68.01428571428572,12.944444444444445,4
47,5543.15397567386,38.0,PIKE,0040,443,74.04285714285716,69.8142857142857,11.657894736842104,4
48,5455.5828806771515,35.0,PIKE,0040,451,77.70000000000002,78.3,12.885714285714286,4
49,5656.983631188341,35.0,PIKE,0040,439,73.27142857142857,74.47142857142856,12.542857142857143,4
50,5744.950757467376,34.0,PIKE,0040,408,74.67142857142856,74.20000000000002,12.0,4
51,5658.924385736276,30.0,PIKE,0040,405,74.2,78.78571428571429,13.5,4
52,5216.720712622887,33.0,PIKE,0040,421,75.71428571428571,77.54285714285713,12.757575757575758,4
53,5516.167020087409,96.0,PIKE,0100,1366,70.68571428571428,73.60000000000001,14.229166666666666,4
54,5327.131448765579,95.0,PIKE,0100,1359,70.37142857142857,73.87142857142858,14.305263157894737,4
55,5270.736069136504,93.0,PIKE,0100,1393,77.3142857142857,78.85714285714286,14.978494623655914,4
56,5428.9219569517645,96.0,PIKE,0100,1345,78.37142857142858,76.89999999999999,14.010416666666666,4
57,5613.046637761687,96.0,PIKE,0100,1355,75.68571428571428,78.5142857142857,14.114583333333334,4
58,5557.984616578044,96.0,PIKE,0100,1349,73.1857142857143,78.57142857142857,14.052083333333334,4
59,5391.229176596888,99.0,PIKE,0100,1317,76.88571428571429,83.77142857142859,13.303030303030303,4
60,5359.1070316151845,52.0,PIKE,0120,664,66.87142857142857,70.24285714285715,12.76923076923077,4
61,5558.089909050581,50.0,PIKE,0120,657,70.2,71.41428571428573,13.14,4
62,5162.162630891562,53.0,PIKE,0120,668,65.17142857142856,73.9,12.60377358490566,4
63,5069.1444823353295,56.0,PIKE,0120,664,70.28571428571429,76.27142857142857,11.857142857142858,4
64,5526.317349392275,29.0,PIKE,0120,661,69.71428571428571,72.71428571428571,22.79310344827586,4
65,6659.381654227601,57.0,ALEXANDER,0010,711,44.042857142857144,51.94285714285714,12.473684210526315,5
66,6687.339539430348,55.0,ALEXANDER,0010,663,51.857142857142854,58.42857142857143,12.054545454545455,5
67,5994.656188996272,56.0,ALEXANDER,0010,627,49.98571428571429,54.54285714285715,11.196428571428571,5
68,5744.758364331283,56.0,ALEXANDER,0010,581,48.942857142857136,60.18571428571429,10.375,5
69,6204.8105115981425,52.0,ALEXANDER,0010,589,53.62857142857143,60.38571428571429,11.326923076923077,5
70,6160.622709435436,47.0,ALEXANDER,0010,462,47.857142857142854,61.114285714285714,9.829787234042554,5
71,6086.623798204399,31.0,ALEXANDER,0010,510,53.9,63.74285714285715,16.451612903225808,5
72,5737.2424272987055,49.0,ALEXANDER,0050,610,59.31428571428571,67.54285714285713,12.448979591836734,5
73,5774.07075856981,51.0,ALEXANDER,0050,596,63.542857142857144,71.21428571428571,11.686274509803921,5
74,5577.211041627187,50.0,ALEXANDER,0050,635,58.98571428571428,68.87142857142855,12.7,5
75,5857.467885114196,38.0,ALEXANDER,0050,618,70.0,69.48571428571428,16.263157894736842,5
76,5671.733113061697,40.0,ALEXANDER,0050,593,68.88571428571429,71.7,14.825,5
77,5660.173587923757,42.0,ALEXANDER,0050,542,72.87142857142858,77.6,12.904761904761905,5
78,5839.025491363907,46.0,ALEXANDER,0050,532,63.51428571428572,73.68571428571428,11.565217391304348,5
79,6212.829628508993,41.0,JOHNSON,0010,605,72.11428571428571,83.10000000000001,14.75609756097561,5
80,5683.918229915948,41.0,JOHNSON,0010,625,73.97142857142858,83.08571428571429,15.24390243902439,5
81,5772.6047767355185,41.0,JOHNSON,0010,610,73.04285714285714,79.75714285714287,14.878048780487806,5
82,5745.9515955852985,43.0,JOHNSON,0010,593,73.58571428571429,78.51428571428572,13.790697674418604,5
83,5875.712378992125,41.0,JOHNSON,0010,640,74.41428571428571,82.04285714285713,15.609756097560975,5
84,5969.075381408844,41.0,JOHNSON,0010,635,76.15714285714286,84.35714285714286,15.487804878048781,5
85,6128.007938881903,39.0,JOHNSON,0010,634,78.89999999999999,85.3,16.256410256410255,5
86,6111.630255505127,14.0,JOHNSON,0320,293,84.01666666666667,92.93333333333332,20.928571428571427,5
87,6364.733917608622,15.0,JOHNSON,0320,286,82.3,95.28333333333335,19.066666666666666,5
88,5013.468476407049,15.0,JOHNSON,0320,290,77.51666666666667,91.45,19.333333333333332,5
89,5273.359783022249,15.0,JOHNSON,0320,288,82.91666666666667,89.18333333333334,19.2,5
90,5147.042289877411,17.0,JOHNSON,0320,288,81.13333333333333,89.66666666666667,16.941176470588236,5
91,5326.231318557401,16.0,JOHNSON,0320,275,82.51666666666667,90.8,17.1875,5
92,5374.231161993838,16.0,JOHNSON,0320,278,79.50000000000001,85.53333333333332,17.375,5
93,3874.7379329164296,6.0,JOHNSON,0430,63,70.0,80.0,10.5,5
94,3711.904320073757,5.0,JOHNSON,0430,65,60.0,90.0,13.0,5
95,3341.4650163600036,6.0,JOHNSON,0430,78,72.7,81.8,13.0,5
96,3457.026826991375,7.0,JOHNSON,0430,80,66.7,91.7,11.428571428571429,5
97,6882.422650949739,24.0,JOHNSON,0550,434,84.16666666666666,90.16666666666667,18.083333333333332,5
98,6772.733831910522,25.0,JOHNSON,0550,411,87.76666666666667,94.46666666666665,16.44,5
99,6691.276342524161,27.0,JOHNSON,0550,420,88.05,91.25,15.555555555555555,5
100,6949.679806608159,26.0,JOHNSON,0550,429,88.33333333333333,91.13333333333334,16.5,5
101,6244.914609182831,25.0,JOHNSON,0550,421,84.08333333333333,92.96666666666668,16.84,5
102,6110.209577625104,28.0,JOHNSON,0550,421,83.28333333333333,91.16666666666667,15.035714285714286,5
103,6365.38263962235,26.0,JOHNSON,0550,426,85.41666666666667,90.38333333333334,16.384615384615383,5
104,4425.567513867877,11.0,JOHNSON,0640,134,93.12,96.76,12.181818181818182,5
105,4779.027293626327,9.0,JOHNSON,0640,150,81.16,94.84,16.666666666666668,5
106,4894.778788453035,10.0,JOHNSON,0640,144,83.35000000000001,94.16666666666667,14.4,5
107,4999.866363870299,12.0,JOHNSON,0640,130,93.8,91.725,10.833333333333334,5
108,5119.568239211397,12.0,JOHNSON,0640,139,86.7,100.0,11.583333333333334,5
109,5256.892901861597,12.0,JOHNSON,0640,125,88.72,98.46000000000001,10.416666666666666,5
110,5125.373050684197,12.0,JOHNSON,0640,142,92.76666666666665,93.81666666666666,11.833333333333334,5
111,7039.891296722137,23.0,JOHNSON,1330,375,64.7,52.9,16.304347826086957,5
112,7117.680837713752,21.0,JOHNSON,1330,387,58.7,56.5,18.428571428571427,5
113,6537.502946244709,23.0,JOHNSON,1330,389,43.3,48.9,16.91304347826087,5
114,7527.342854684582,18.0,JOHNSON,1330,405,42.1,41.1,22.5,5
115,6531.1159432884,16.0,JOHNSON,1330,388,55.2,50.6,24.25,5
116,6335.148054472058,13.0,JOHNSON,1330,352,47.0,51.8,27.076923076923077,5
117,7089.543419657498,14.0,JOHNSON,1330,334,47.1,42.5,23.857142857142858,5
118,6116.331290418557,140.0,MASSAC,0010,2349,71.18571428571428,82.02857142857144,16.77857142857143,5
119,6213.2657250414995,136.0,MASSAC,0010,2334,71.17142857142856,83.01428571428572,17.16176470588235,5
120,6173.469496557387,133.0,MASSAC,0010,2376,74.5142857142857,82.82857142857144,17.86466165413534,5
121,6147.233794837306,140.0,MASSAC,0010,2334,80.28571428571429,85.8142857142857,16.67142857142857,5
122,5716.922728790068,139.0,MASSAC,0010,2313,77.85714285714286,86.34285714285714,16.640287769784173,5
123,6239.989372439148,144.0,MASSAC,0010,2317,78.21428571428571,84.94285714285715,16.09027777777778,5
124,5598.4663887234465,139.0,MASSAC,0010,2135,77.91428571428571,85.05714285714286,15.359712230215827,5
125,5343.138881694403,26.0,MASSAC,0380,314,69.84285714285714,80.64285714285714,12.076923076923077,5
126,4819.399741489474,27.0,MASSAC,0380,307,74.55714285714286,84.25714285714287,11.37037037037037,5
127,4955.963523308698,25.0,MASSAC,0380,295,75.57142857142857,78.8,11.8,5
128,5318.342059662566,24.0,MASSAC,0380,299,81.92857142857143,84.89999999999999,12.458333333333334,5
129,5476.11370119112,22.0,MASSAC,0380,283,76.42857142857143,83.10000000000001,12.863636363636363,5
130,5544.901981143355,22.0,MASSAC,0380,294,77.3,82.1857142857143,13.363636363636363,5
131,5747.809915749381,22.0,MASSAC,0380,279,83.57142857142857,85.47142857142856,12.681818181818182,5
132,5395.258339216674,31.0,PULASKI,1000,438,61.12857142857143,64.57142857142857,14.129032258064516,5
133,5588.97397603615,28.0,PULASKI,1000,425,65.9857142857143,73.97142857142856,15.178571428571429,5
134,5709.415564398963,27.0,PULASKI,1000,458,74.2,75.24285714285715,16.962962962962962,5
135,5749.4483517489725,32.0,PULASKI,1000,453,64.61428571428571,66.2,14.15625,5
136,5747.424106353095,32.0,PULASKI,1000,457,66.08571428571427,67.75714285714287,14.28125,5
137,5940.2513876086205,31.0,PULASKI,1000,424,65.77142857142857,73.38571428571429,13.67741935483871,5
138,5725.31910381694,33.0,PULASKI,1000,420,67.11428571428573,74.4857142857143,12.727272727272727,5
139,6758.3775729030085,53.0,PULASKI,1010,702,40.385714285714286,50.142857142857146,13.245283018867925,5
140,6925.22064981688,54.0,PULASKI,1010,731,41.51428571428571,54.10000000000001,13.537037037037036,5
141,6033.102548796664,49.0,PULASKI,1010,704,41.971428571428575,61.54285714285715,14.36734693877551,5
142,6330.814162281803,55.0,PULASKI,1010,698,49.41428571428572,61.28571428571429,12.690909090909091,5
143,5546.167153544052,48.0,PULASKI,1010,659,48.84285714285714,62.785714285714285,13.729166666666666,5
144,5653.473554836082,43.0,PULASKI,1010,626,46.41428571428571,53.40000000000001,14.55813953488372,5
145,5492.797329392128,39.0,PULASKI,1010,615,44.75714285714286,57.32857142857143,15.76923076923077,5
146,4164.20108253488,11.0,UNION,0160,131,79.05,92.15000000000002,11.909090909090908,5
147,4417.418088952126,9.0,UNION,0160,119,78.26666666666667,96.33333333333333,13.222222222222221,5
148,4215.959411913334,9.0,UNION,0160,119,84.55,94.2,13.222222222222221,5
149,4385.186392855395,9.0,UNION,0160,141,73.33333333333333,83.25,15.666666666666666,5
150,4130.04554631027,10.0,UNION,0160,117,76.43333333333332,87.26666666666667,11.7,5
151,4692.65238568784,6.0,UNION,0160,114,75.23333333333333,88.43333333333334,19.0,5
152,4353.98891756557,12.0,UNION,0160,135,77.4,86.04,11.25,5
153,6056.582354479744,44.0,UNION,0170,655,62.4,70.9857142857143,14.886363636363637,5
154,6190.639684115881,41.0,UNION,0170,661,59.45714285714286,72.72857142857143,16.121951219512194,5
155,5944.051830269724,40.0,UNION,0170,649,63.75714285714286,76.47142857142856,16.225,5
156,6095.017888145318,40.0,UNION,0170,585,67.78571428571429,75.81428571428572,14.625,5
157,6215.569416316315,41.0,UNION,0170,564,69.77142857142857,76.48571428571428,13.75609756097561,5
158,6008.200163061987,42.0,UNION,0170,574,71.3,79.3,13.666666666666666,5
159,5960.413446319459,42.0,UNION,0170,572,74.25714285714285,78.44285714285715,13.619047619047619,5
160,7415.650764565474,39.0,UNION,0370,739,79.51666666666667,85.88333333333334,18.94871794871795,5
161,7650.063278199354,44.0,UNION,0370,686,78.98333333333333,83.06666666666666,15.590909090909092,5
162,7669.062598667172,43.0,UNION,0370,751,80.13333333333334,81.76666666666667,17.46511627906977,5
163,7696.150296844634,43.0,UNION,0370,666,80.78333333333333,84.76666666666667,15.488372093023257,5
164,6320.711835904631,43.0,UNION,0370,650,77.89999999999999,84.0,15.116279069767442,5
165,6520.96752113388,42.0,UNION,0370,726,75.26666666666667,85.96666666666665,17.285714285714285,5
166,6153.154807417702,44.0,UNION,0370,765,76.08333333333333,83.75000000000001,17.386363636363637,5
167,6229.863313262733,35.0,UNION,0430,477,76.91666666666667,84.98333333333333,13.628571428571428,5
168,5927.341778449661,35.0,UNION,0430,462,77.9,84.88333333333334,13.2,5
169,5947.882817604699,34.0,UNION,0430,436,80.93333333333334,84.88333333333334,12.823529411764707,5
170,5841.795354428043,36.0,UNION,0430,535,81.61666666666667,83.60000000000001,14.86111111111111,5
171,5205.896262058484,30.0,UNION,0430,396,82.33333333333333,87.86666666666667,13.2,5
172,5885.7635993818385,23.0,UNION,0430,372,82.86666666666667,87.45,16.17391304347826,5
173,5526.2294995257325,24.0,UNION,0430,423,79.86666666666666,87.41666666666667,17.625,5
174,4961.190655572365,20.0,UNION,0660,323,45.58571428571429,52.45714285714286,16.15,5
175,5376.826411548494,19.0,UNION,0660,312,50.41428571428572,58.885714285714286,16.42105263157895,5
176,5297.027106215653,19.0,UNION,0660,334,53.35714285714287,56.771428571428565,17.57894736842105,5
177,5120.820149472159,25.0,UNION,0660,325,55.92857142857143,68.14285714285714,13.0,5
178,5777.562726079553,21.0,UNION,0660,271,69.64285714285714,73.44285714285715,12.904761904761905,5
179,5064.903735894979,18.0,UNION,0660,272,53.58571428571429,73.77142857142859,15.11111111111111,5
180,4619.127540596623,20.0,UNION,0660,295,55.385714285714286,61.785714285714285,14.75,5
181,7335.58432748361,32.0,UNION,0810,567,59.0,45.3,17.71875,5
182,7618.298912141333,29.0,UNION,0810,577,48.5,38.2,19.896551724137932,5
183,7459.5331492009345,27.0,UNION,0810,587,46.8,41.7,21.74074074074074,5
184,7681.06836212109,28.0,UNION,0810,547,52.7,43.8,19.535714285714285,5
185,7744.499195337053,31.0,UNION,0810,532,50.0,42.6,17.161290322580644,5
186,6956.642174598777,30.0,UNION,0810,543,44.6,37.4,18.1,5
187,7499.337502084574,26.0,UNION,0810,522,47.2,33.1,20.076923076923077,5
188,6128.135510035299,40.0,UNION,0840,481,59.65714285714286,71.42857142857143,12.025,5
189,5904.992022205097,42.0,UNION,0840,484,59.285714285714285,75.89999999999999,11.523809523809524,5
190,5759.32678605268,39.0,UNION,0840,482,68.35714285714286,80.52857142857144,12.35897435897436,5
191,5520.2101675483755,43.0,UNION,0840,487,69.35714285714286,78.98571428571428,11.325581395348838,5
192,5452.8655251430255,39.0,UNION,0840,437,72.32857142857144,79.05714285714285,11.205128205128204,5
193,5466.104769650157,40.0,UNION,0840,410,71.38571428571429,77.18571428571428,10.25,5
194,5750.142610078015,30.0,UNION,0840,413,68.49999999999999,80.05714285714285,13.766666666666667,5
195,5908.523612405446,35.0,BOND,0010,448,66.42857142857143,73.48571428571428,12.8,5
196,5784.376316710801,36.0,BOND,0010,420,70.85714285714286,78.0,11.666666666666666,5
197,5425.7652745720425,36.0,BOND,0010,456,72.47142857142858,78.2857142857143,12.666666666666666,5
198,5724.901498036876,36.0,BOND,0010,464,67.87142857142858,79.70000000000002,12.88888888888889,5
199,5943.202542499858,37.0,BOND,0010,470,69.87142857142858,78.0,12.702702702702704,5
200,5806.403349120361,36.0,BOND,0010,427,70.9142857142857,77.15714285714286,11.86111111111111,5
201,5671.48271184347,35.0,BOND,0010,424,70.37142857142857,83.4,12.114285714285714,5
202,7311.299326643133,109.0,BOND,0020,1895,75.34285714285714,83.15714285714284,17.38532110091743,5
203,7351.878850041499,118.0,BOND,0020,2019,76.02857142857144,84.45714285714287,17.110169491525422,5
204,7227.526254658581,117.0,BOND,0020,1985,75.44285714285715,83.01428571428572,16.965811965811966,5
205,7606.599093852665,119.0,BOND,0020,1971,77.17142857142856,83.17142857142858,16.563025210084035,5
206,7490.104671684658,125.0,BOND,0020,2033,79.54285714285713,84.92857142857143,16.264,5
207,7539.872744354586,119.0,BOND,0020,1991,80.21428571428571,85.55714285714285,16.73109243697479,5
208,7453.739683056493,122.0,BOND,0020,1996,79.08571428571429,86.08571428571429,16.360655737704917,5
209,6006.798814926879,58.0,EFFINGHAM,0100,798,71.92857142857143,83.0142857142857,13.758620689655173,4
210,6193.660675704161,58.0,EFFINGHAM,0100,787,73.4,88.58571428571427,13.568965517241379,4
211,6161.627289811129,58.0,EFFINGHAM,0100,771,78.67142857142858,84.74285714285715,13.293103448275861,4
212,6409.471110416479,59.0,EFFINGHAM,0100,745,78.97142857142858,86.74285714285713,12.627118644067796,4
213,6368.922261141646,55.0,EFFINGHAM,0100,770,79.97142857142856,84.22857142857143,14.0,4
214,6271.469524073325,58.0,EFFINGHAM,0100,774,77.01428571428572,85.55714285714286,13.344827586206897,4
215,6057.030231104641,61.0,EFFINGHAM,0100,809,80.15714285714286,89.6285714285714,13.262295081967213,4
216,5426.7362581946545,35.0,EFFINGHAM,0200,460,68.07142857142857,85.67142857142856,13.142857142857142,4
217,5612.067468316076,32.0,EFFINGHAM,0200,436,76.8,87.85714285714285,13.625,4
218,5768.452644810813,29.0,EFFINGHAM,0200,430,75.21428571428571,84.37142857142855,14.827586206896552,4
219,5884.589817485464,29.0,EFFINGHAM,0200,428,77.42857142857143,86.24285714285715,14.758620689655173,4
220,6071.520795125381,28.0,EFFINGHAM,0200,390,76.14285714285712,85.74285714285713,13.928571428571429,4
221,6106.213156663926,30.0,EFFINGHAM,0200,369,77.31428571428572,87.65714285714284,12.3,4
222,6072.476231398761,28.0,EFFINGHAM,0200,369,69.92857142857143,89.18571428571428,13.178571428571429,4
223,5319.067531887712,37.0,EFFINGHAM,0300,506,82.78571428571429,89.28571428571429,13.675675675675675,4
224,5433.040576502517,37.0,EFFINGHAM,0300,491,83.77142857142859,90.37142857142858,13.27027027027027,4
225,5446.478431558335,37.0,EFFINGHAM,0300,490,83.58571428571429,93.60000000000001,13.243243243243244,4
226,5644.03733962291,38.0,EFFINGHAM,0300,471,84.32857142857144,90.01428571428572,12.394736842105264,4
227,5745.338542075282,36.0,EFFINGHAM,0300,469,82.82857142857142,92.3,13.027777777777779,4
228,5879.482318362145,36.0,EFFINGHAM,0300,429,80.58571428571429,89.62857142857145,11.916666666666666,4
229,5849.594889491835,36.0,EFFINGHAM,0300,443,81.08571428571429,88.77142857142857,12.305555555555555,4
230,6196.877017986216,178.0,EFFINGHAM,0400,2939,80.25714285714287,85.95714285714284,16.51123595505618,4
231,6329.430875029643,183.0,EFFINGHAM,0400,2911,79.97142857142858,86.75714285714287,15.907103825136613,4
232,6262.50951026467,181.0,EFFINGHAM,0400,2845,81.3142857142857,89.01428571428572,15.718232044198896,4
233,6570.522549425429,181.0,EFFINGHAM,0400,2773,82.25714285714285,86.77142857142859,15.320441988950277,4
234,6516.8539423223365,177.0,EFFINGHAM,0400,2703,83.14285714285714,86.3,15.271186440677965,4
235,6658.991537365912,167.0,EFFINGHAM,0400,2784,80.27142857142857,84.31428571428572,16.67065868263473,4
236,6612.0463734145105,154.0,EFFINGHAM,0400,2737,80.51428571428572,84.57142857142857,17.772727272727273,4
237,6468.4744851571695,87.0,EFFINGHAM,0500,1377,84.61428571428571,91.24285714285715,15.827586206896552,4
238,6596.447460872659,85.0,EFFINGHAM,0500,1330,86.67142857142858,92.11428571428571,15.647058823529411,4
239,6530.274516770892,82.0,EFFINGHAM,0500,1287,85.4,88.84285714285714,15.695121951219512,4
240,6810.113218687493,77.0,EFFINGHAM,0500,1242,85.98571428571428,91.51428571428572,16.12987012987013,4
241,6818.459123836071,78.0,EFFINGHAM,0500,1207,88.75714285714285,90.24285714285715,15.474358974358974,4
242,6814.063187556854,73.0,EFFINGHAM,0500,1168,85.15714285714286,92.35714285714288,16.0,4
243,6737.493490643314,70.0,EFFINGHAM,0500,1118,85.28571428571429,91.24285714285715,15.971428571428572,4
244,5538.491416607833,27.0,FAYETTE,2010,434,75.74285714285715,82.34285714285714,16.074074074074073,5
245,5503.152000451217,28.0,FAYETTE,2010,420,76.12857142857142,80.95714285714287,15.0,5
246,5604.3317022298015,30.0,FAYETTE,2010,442,73.24285714285715,76.67142857142858,14.733333333333333,5
247,5937.858496595514,30.0,FAYETTE,2010,371,67.92857142857143,76.57142857142857,12.366666666666667,5
248,5863.356714123752,29.0,FAYETTE,2010,403,73.47142857142858,79.17142857142856,13.89655172413793,5
249,5808.252783981085,29.0,FAYETTE,2010,363,75.60000000000001,71.47142857142858,12.517241379310345,5
250,5657.144492135972,30.0,FAYETTE,2010,399,75.88571428571429,80.5142857142857,13.3,5
251,5803.296205244579,39.0,FAYETTE,2020,553,68.8,74.41428571428573,14.179487179487179,5
252,5891.352210299581,38.0,FAYETTE,2020,534,65.31428571428572,73.24285714285715,14.052631578947368,5
253,5816.600247425936,40.0,FAYETTE,2020,519,61.871428571428574,71.7,12.975,5
254,6063.57450558784,37.0,FAYETTE,2020,513,75.8142857142857,80.4857142857143,13.864864864864865,5
255,6138.964033436862,37.0,FAYETTE,2020,509,69.4857142857143,79.45714285714287,13.756756756756756,5
256,6142.156576894026,35.0,FAYETTE,2020,479,72.22857142857143,82.6,13.685714285714285,5
257,6297.527028875212,34.0,FAYETTE,2020,494,76.08571428571427,81.02857142857144,14.529411764705882,5
258,6529.602894604135,103.0,FAYETTE,2030,1773,67.85714285714286,75.01428571428572,17.21359223300971,5
259,6642.43630187337,102.0,FAYETTE,2030,1830,69.47142857142858,77.51428571428572,17.941176470588236,5
260,6275.549318710126,103.0,FAYETTE,2030,1746,71.7,74.87142857142858,16.95145631067961,5
261,6679.935969524604,102.0,FAYETTE,2030,1649,67.77142857142859,75.48571428571428,16.166666666666668,5
262,6534.8080437989665,108.0,FAYETTE,2030,1704,71.22857142857143,74.24285714285713,15.777777777777779,5
263,6706.451601376786,110.0,FAYETTE,2030,1560,73.65714285714286,78.31428571428572,14.181818181818182,5
264,6743.505287538879,108.0,FAYETTE,2030,1560,72.37142857142858,75.54285714285716,14.444444444444445,5
265,4778.903593545133,37.0,FAYETTE,2040,540,59.271428571428565,69.75714285714285,14.594594594594595,5
266,4974.225211544542,37.0,FAYETTE,2040,543,62.42857142857143,78.02857142857144,14.675675675675675,5
267,4893.609286905438,37.0,FAYETTE,2040,560,65.7,78.67142857142856,15.135135135135135,5
268,5137.893924259861,38.0,FAYETTE,2040,530,64.44285714285714,78.55714285714285,13.947368421052632,5
269,5414.0016865647995,38.0,FAYETTE,2040,519,62.199999999999996,72.45714285714284,13.657894736842104,5
270,5794.119100093995,37.0,FAYETTE,2040,494,65.10000000000001,75.07142857142857,13.35135135135135,5
271,5461.7869495511,37.0,FAYETTE,2040,506,66.24285714285715,77.35714285714286,13.675675675675675,5
272,6842.716318490502,418.0,BOONE,1000,8405,72.64285714285714,80.39999999999999,20.107655502392344,2
273,7072.28503201328,499.0,BOONE,1000,8728,74.62857142857145,83.81428571428572,17.490981963927855,2
274,7088.438532846945,522.0,BOONE,1000,9065,74.95714285714287,80.72857142857143,17.365900383141764,2
275,7470.308541067743,531.0,BOONE,1000,9024,74.74285714285715,79.94285714285715,16.994350282485875,2
276,7429.748441484722,536.0,BOONE,1000,9001,75.39999999999999,79.45714285714287,16.792910447761194,2
277,7636.921902798527,525.0,BOONE,1000,8739,75.67142857142858,81.17142857142858,16.645714285714284,2
278,7533.320447267995,515.0,BOONE,1000,8622,75.27142857142856,79.4,16.741747572815534,2
279,5834.843916893596,80.0,BOONE,2000,1587,76.11428571428571,78.87142857142858,19.8375,2
280,5894.468087535901,101.0,BOONE,2000,1686,77.61428571428571,82.32857142857144,16.693069306930692,2
